label,"x0, y0, z0","x1, y1, z1","x2, y2, z2","x3, y3, z3","x4, y4, z4","x5, y5, z5","x6, y6, z6","x7, y7, z7","x8, y8, z8","x9, y9, z9","x10, y10, z10","x11, y11, z11","x12, y12, z12","x13, y13, z13","x14, y14, z14","x15, y15, z15","x16, y16, z16","x17, y17, z17","x18, y18, z18","x19, y19, z19","x20, y20, z20"
no click,0.5812458395957947,0.700007975101471,5.470650421557366e-07,0.5143147110939026,0.6666792035102844,-0.03167518600821495,0.45664677023887634,0.6122385263442993,-0.05768722668290138,0.405915766954422,0.5694860219955444,-0.0810777023434639,0.35676315426826477,0.5363043546676636,-0.10624030977487564,0.5032833218574524,0.4929771423339844,-0.055581219494342804,0.48667797446250916,0.40089672803878784,-0.08959434926509857,0.4745544195175171,0.34438538551330566,-0.11388099938631058,0.46332189440727234,0.29398250579833984,-0.1327015608549118,0.5481626391410828,0.48975029587745667,-0.06485281884670258,0.546944797039032,0.38541272282600403,-0.09800750762224197,0.5410937070846558,0.3206923007965088,-0.12103546410799026,0.5325155854225159,0.26301684975624084,-0.13794943690299988,0.5899087190628052,0.5156629085540771,-0.07707445323467255,0.5966678857803345,0.41804978251457214,-0.11353755742311478,0.596018373966217,0.35621941089630127,-0.13343393802642822,0.5916435718536377,0.2954016923904419,-0.14694847166538239,0.6280832290649414,0.5620311498641968,-0.09078419208526611,0.650803804397583,0.5026623606681824,-0.12719647586345673,0.6590936779975891,0.45785918831825256,-0.14272436499595642,0.6622359156608582,0.41079890727996826,-0.1524951308965683
no click,0.6113909482955933,0.7006256580352783,4.7560905613863724e-07,0.5519911050796509,0.6672568917274475,-0.02977781742811203,0.5047733187675476,0.6076831817626953,-0.05200762301683426,0.46556657552719116,0.5592439770698547,-0.07140655815601349,0.4254283308982849,0.5206597447395325,-0.09186305850744247,0.5523651838302612,0.4950505793094635,-0.04474809020757675,0.5423305630683899,0.41172754764556885,-0.07302814722061157,0.532495379447937,0.36131399869918823,-0.09422289580106735,0.5224382877349854,0.3157234191894531,-0.1104293018579483,0.5939714312553406,0.49417850375175476,-0.05131252855062485,0.5983478426933289,0.3995687961578369,-0.07806504517793655,0.5946380496025085,0.339887797832489,-0.09820961952209473,0.5869205594062805,0.28765711188316345,-0.11291733384132385,0.6319162249565125,0.5187557935714722,-0.06091877818107605,0.6435971856117249,0.42874380946159363,-0.09057750552892685,0.6441488265991211,0.37140101194381714,-0.1085318773984909,0.6403177380561829,0.31627655029296875,-0.12078022211790085,0.6650724411010742,0.5617080330848694,-0.07215709984302521,0.6899620890617371,0.5019752979278564,-0.10177512466907501,0.7018457651138306,0.45886296033859253,-0.11503881216049194,0.7087470293045044,0.41553598642349243,-0.1232995092868805
no click,0.6198776364326477,0.6543194651603699,-1.5186486734819482e-07,0.5744348168373108,0.6101473569869995,-0.022398846223950386,0.5421001315116882,0.5450712442398071,-0.044424720108509064,0.5136468410491943,0.5003939867019653,-0.06679195910692215,0.4858120083808899,0.45623713731765747,-0.08803624659776688,0.5916580557823181,0.43928977847099304,-0.023030510172247887,0.5744579434394836,0.36771392822265625,-0.06337923556566238,0.5440809726715088,0.3744519352912903,-0.09788448363542557,0.5146890878677368,0.40160590410232544,-0.11755881458520889,0.627344012260437,0.44295233488082886,-0.030724527314305305,0.6310173273086548,0.3607081174850464,-0.06899483501911163,0.6029995083808899,0.34196561574935913,-0.09662226587533951,0.5695135593414307,0.348519504070282,-0.1111207827925682,0.6586136817932129,0.46763890981674194,-0.043425604701042175,0.6800510287284851,0.3897306025028229,-0.07206285744905472,0.6670510768890381,0.34691137075424194,-0.09102973341941833,0.6436535120010376,0.32065463066101074,-0.10211747884750366,0.6862131953239441,0.5116520524024963,-0.058149442076683044,0.7204535603523254,0.4622301161289215,-0.07957404851913452,0.7224000096321106,0.4254603385925293,-0.09146478772163391,0.7079058885574341,0.3935886025428772,-0.09892996400594711
no click,0.62009197473526,0.6526858806610107,-1.8025886561190418e-07,0.5738214254379272,0.6092145442962646,-0.02218712493777275,0.5406615138053894,0.5438885688781738,-0.044464677572250366,0.5107287764549255,0.5004075765609741,-0.06697970628738403,0.4814128875732422,0.4577992558479309,-0.08855517208576202,0.5922181010246277,0.4397244453430176,-0.025385437533259392,0.576381504535675,0.3666534721851349,-0.06542575359344482,0.5461487174034119,0.37062305212020874,-0.09901995956897736,0.5165738463401794,0.3955965042114258,-0.11836527287960052,0.6268308758735657,0.44473031163215637,-0.03360115736722946,0.6270495653152466,0.3617772161960602,-0.0732669085264206,0.5968151688575745,0.34748774766921997,-0.10159803181886673,0.5627625584602356,0.35819366574287415,-0.11649518460035324,0.657532274723053,0.4699605703353882,-0.04649251326918602,0.6777800917625427,0.3907592296600342,-0.07706043869256973,0.6621710658073425,0.3498823344707489,-0.09776194393634796,0.6363608241081238,0.3274601697921753,-0.10978003591299057,0.6851327419281006,0.5139611959457397,-0.06108877807855606,0.7181326150894165,0.4633960723876953,-0.0843057781457901,0.7176759243011475,0.42850106954574585,-0.09785984456539154,0.7003574967384338,0.4005478620529175,-0.10645759850740433
no click,0.6159747242927551,0.6224137544631958,-9.779259357856063e-08,0.575731098651886,0.5650532841682434,-0.019928639754652977,0.5501642227172852,0.4893462359905243,-0.042439498007297516,0.5202122926712036,0.4382663071155548,-0.06533246487379074,0.4870918393135071,0.3901711404323578,-0.08828327804803848,0.6213163733482361,0.4017905294895172,-0.027296282351017,0.6230901479721069,0.3239923417568207,-0.06432893127202988,0.5984250903129578,0.29804545640945435,-0.09696995466947556,0.5655876994132996,0.29145073890686035,-0.11733026057481766,0.6496121287345886,0.4212464392185211,-0.03774172440171242,0.6603848338127136,0.3419816195964813,-0.0729764997959137,0.631671667098999,0.3146931827068329,-0.09953802078962326,0.594866931438446,0.30425116419792175,-0.11556681990623474,0.6712951064109802,0.4603647291660309,-0.05212687700986862,0.7040627002716064,0.3862828314304352,-0.08312590420246124,0.6877080202102661,0.34766948223114014,-0.10264229774475098,0.6589819192886353,0.32078611850738525,-0.11428728699684143,0.6877005100250244,0.5170315504074097,-0.06774961203336716,0.7251042723655701,0.47499001026153564,-0.09408879280090332,0.7208117246627808,0.4430762231349945,-0.10756997019052505,0.7004779577255249,0.4156047999858856,-0.11573555320501328
no click,0.6395509243011475,0.5916084051132202,1.0130400340813139e-07,0.5958700180053711,0.5035568475723267,-0.015238291583955288,0.5780751705169678,0.42414313554763794,-0.051734808832407,0.5486847758293152,0.3742024004459381,-0.08925250172615051,0.5212411284446716,0.3120550513267517,-0.13166336715221405,0.6557630300521851,0.39182013273239136,-0.101087287068367,0.6638099551200867,0.3164542019367218,-0.16777187585830688,0.6436528563499451,0.2688140273094177,-0.21748937666416168,0.6117110252380371,0.2381870597600937,-0.25213366746902466,0.6708350777626038,0.430265337228775,-0.12921911478042603,0.6894894242286682,0.3552381694316864,-0.20259596407413483,0.6602070331573486,0.3102042078971863,-0.2523575723171234,0.6240702271461487,0.2779562175273895,-0.28843721747398376,0.6781740784645081,0.47924092411994934,-0.1562776118516922,0.7074450254440308,0.4205199182033539,-0.22199761867523193,0.690321147441864,0.37101542949676514,-0.2676692306995392,0.6621802449226379,0.33628448843955994,-0.29987451434135437,0.6759107112884521,0.5389488935470581,-0.1814941167831421,0.7038952708244324,0.5135719776153564,-0.2370789647102356,0.6970820426940918,0.4803925156593323,-0.2726733982563019,0.6794524192810059,0.4524087607860565,-0.3008117377758026
no click,0.6160433292388916,0.6223721504211426,-4.427781519211749e-08,0.5706807971000671,0.5708966255187988,-0.02143692784011364,0.5393474102020264,0.5023874640464783,-0.04687106981873512,0.501524806022644,0.45775771141052246,-0.07221539318561554,0.46372801065444946,0.41459333896636963,-0.09793999046087265,0.6077758073806763,0.4108406901359558,-0.03485243767499924,0.6060797572135925,0.3384420573711395,-0.07482482492923737,0.5781527757644653,0.3151315450668335,-0.10931268334388733,0.5426858067512512,0.308183491230011,-0.13081371784210205,0.6363442540168762,0.4314750134944916,-0.04622704163193703,0.6479421257972717,0.3560469150543213,-0.0826362892985344,0.6184936165809631,0.3274279236793518,-0.10935419797897339,0.5830875635147095,0.3127819895744324,-0.12616275250911713,0.658555269241333,0.4729272723197937,-0.06134222075343132,0.6908326148986816,0.39787212014198303,-0.094695083796978,0.672572672367096,0.36152583360671997,-0.11338383704423904,0.6439456343650818,0.3360363245010376,-0.12449381500482559,0.6739721894264221,0.5314425230026245,-0.07766637206077576,0.7123627662658691,0.4867294728755951,-0.10665787756443024,0.7054094076156616,0.4566937983036041,-0.11913281679153442,0.6831588745117188,0.4317713975906372,-0.12633146345615387
no click,0.5302852392196655,0.6321297883987427,1.0336273703615007e-07,0.46451377868652344,0.6078661680221558,-0.020172858610749245,0.4102642238140106,0.5603623986244202,-0.04714631289243698,0.35628682374954224,0.5378144383430481,-0.07482746988534927,0.3021506667137146,0.5188251733779907,-0.1039891242980957,0.4456155300140381,0.43841901421546936,-0.04147382080554962,0.4089256525039673,0.36040177941322327,-0.08395176380872726,0.36835482716560364,0.33875706791877747,-0.1186559870839119,0.32789045572280884,0.3339639902114868,-0.14159512519836426,0.47597378492355347,0.43933403491973877,-0.056285738945007324,0.45395004749298096,0.35316920280456543,-0.09921073913574219,0.4128190577030182,0.3349798321723938,-0.1286621391773224,0.3738510012626648,0.3303695321083069,-0.14690259099006653,0.5075590014457703,0.4626539349555969,-0.07421796768903732,0.5045021772384644,0.366487056016922,-0.11167678236961365,0.47077929973602295,0.33375000953674316,-0.13244928419589996,0.43444395065307617,0.3123185634613037,-0.14534775912761688,0.5394119620323181,0.5054337978363037,-0.0931599885225296,0.5478271245956421,0.445316880941391,-0.12568387389183044,0.5273273587226868,0.41772258281707764,-0.1402071714401245,0.49930310249328613,0.4001755714416504,-0.1490785926580429
no click,0.486577570438385,0.7633338570594788,-1.288348840944309e-07,0.39871713519096375,0.7427980899810791,0.0023527834564447403,0.34147778153419495,0.7042393088340759,-0.02933155559003353,0.29388225078582764,0.6959419250488281,-0.0657702386379242,0.2403435856103897,0.6829993724822998,-0.1073797270655632,0.37317147850990295,0.6050100922584534,-0.09638266265392303,0.325730562210083,0.5487767457962036,-0.17165055871009827,0.2789965867996216,0.5474528670310974,-0.22454558312892914,0.2379252165555954,0.5723448395729065,-0.2599784731864929,0.4046652317047119,0.6197503805160522,-0.13696782290935516,0.35772624611854553,0.5494747161865234,-0.22266307473182678,0.3042460083961487,0.5524260997772217,-0.27606719732284546,0.25586429238319397,0.5693659782409668,-0.31368696689605713,0.4352317154407501,0.646960437297821,-0.1756504476070404,0.39985987544059753,0.5929659008979797,-0.2543799877166748,0.350248247385025,0.5835128426551819,-0.30481860041618347,0.3064475357532501,0.5865452289581299,-0.33861878514289856,0.4603421986103058,0.6872134208679199,-0.21029718220233917,0.4410374164581299,0.6570574045181274,-0.27783793210983276,0.4098452925682068,0.6475160121917725,-0.31994614005088806,0.38038331270217896,0.6446568369865417,-0.35238924622535706
no click,0.6296709775924683,0.8309385776519775,-1.5342293124831485e-07,0.5706010460853577,0.8111460208892822,-0.018153144046664238,0.527989387512207,0.7776557207107544,-0.046956486999988556,0.4881013333797455,0.765075147151947,-0.07583451271057129,0.44418904185295105,0.7604435086250305,-0.10653051733970642,0.5656589269638062,0.6905892491340637,-0.074770987033844,0.5395926237106323,0.6292151212692261,-0.12448545545339584,0.5096335411071777,0.6390652656555176,-0.1571609526872635,0.4831359386444092,0.6652410626411438,-0.17748883366584778,0.5977655649185181,0.706002950668335,-0.09150218218564987,0.5832960605621338,0.6473166942596436,-0.14335496723651886,0.5446718335151672,0.6694579124450684,-0.16680824756622314,0.5160098671913147,0.7005794048309326,-0.1807505041360855,0.6287007331848145,0.7386726140975952,-0.10977854579687119,0.6335887908935547,0.6817455291748047,-0.15477702021598816,0.6019306778907776,0.6832730770111084,-0.17399603128433228,0.5747127532958984,0.6973968744277954,-0.18559128046035767,0.6577123999595642,0.7850620746612549,-0.12822821736335754,0.675849199295044,0.7538521885871887,-0.16796167194843292,0.661286473274231,0.7481192946434021,-0.18650749325752258,0.6414326429367065,0.7516321539878845,-0.1988012045621872
no click,0.8515844345092773,0.7718431949615479,4.849449055654986e-07,0.8242127895355225,0.7574295997619629,-0.05065435916185379,0.8046802878379822,0.7317805290222168,-0.08759959787130356,0.7955884337425232,0.7112267017364502,-0.11890337616205215,0.7897474765777588,0.688386857509613,-0.14857208728790283,0.8513041734695435,0.5912351012229919,-0.0596233494579792,0.862379252910614,0.525722086429596,-0.09795527905225754,0.879296064376831,0.5089423060417175,-0.1289011389017105,0.8881644606590271,0.537445068359375,-0.1455623060464859,0.894455075263977,0.5997632741928101,-0.050162505358457565,0.9172213077545166,0.5318822860717773,-0.08776389807462692,0.9362843036651611,0.5251524448394775,-0.11788597702980042,0.9402207136154175,0.5610781908035278,-0.13441140949726105,0.9282634258270264,0.6244524717330933,-0.04522423818707466,0.9560738801956177,0.5653157234191895,-0.07209219038486481,0.9748654365539551,0.5477357506752014,-0.09555818140506744,0.9811936020851135,0.5677384734153748,-0.10906342417001724,0.9543794989585876,0.6649105548858643,-0.04418599233031273,0.98918616771698,0.6297417283058167,-0.06481068581342697,1.0110671520233154,0.6099056601524353,-0.08172567933797836,1.0252665281295776,0.6093711853027344,-0.09183972328901291
no click,0.8265371322631836,0.6174034476280212,3.7581818901344377e-07,0.7776879072189331,0.5779100656509399,-0.03793059289455414,0.7454298734664917,0.5222564339637756,-0.06365076452493668,0.7284404039382935,0.47331076860427856,-0.08526774495840073,0.7092435359954834,0.4210027754306793,-0.10554246604442596,0.7932347059249878,0.36697888374328613,-0.03137871250510216,0.7960612773895264,0.2893337309360504,-0.0553847961127758,0.7996402382850647,0.24731126427650452,-0.07871509343385696,0.8005755543708801,0.21895919740200043,-0.09580083936452866,0.8415921330451965,0.3689092695713043,-0.029693111777305603,0.8553670048713684,0.2872127294540405,-0.05363476648926735,0.8597012162208557,0.25542277097702026,-0.07491903007030487,0.8557999134063721,0.24608682096004486,-0.08843155205249786,0.8825406432151794,0.3945585787296295,-0.0329650454223156,0.9015523791313171,0.31660306453704834,-0.05307308956980705,0.9080285429954529,0.27311912178993225,-0.06943389028310776,0.9065284729003906,0.24137753248214722,-0.08078067004680634,0.9176372289657593,0.4410364329814911,-0.03966645523905754,0.9477198123931885,0.3858485519886017,-0.0584823377430439,0.9578436017036438,0.3489401936531067,-0.07041647285223007,0.9593550562858582,0.31551724672317505,-0.07818209379911423
no click,0.666190505027771,0.5965035557746887,4.5568452833322226e-07,0.6048769354820251,0.5541566610336304,-0.031243858858942986,0.5541607737541199,0.4896537959575653,-0.05489383637905121,0.5062727928161621,0.44369328022003174,-0.07640627771615982,0.460530161857605,0.40913647413253784,-0.09911056607961655,0.611133337020874,0.3604883849620819,-0.03927881270647049,0.5965281128883362,0.266343891620636,-0.0687095895409584,0.5846725702285767,0.20777525007724762,-0.09252969175577164,0.5737093091011047,0.15650634467601776,-0.11052730679512024,0.6533204913139343,0.3584214746952057,-0.04615188390016556,0.6539315581321716,0.2571737766265869,-0.07446660846471786,0.6474339962005615,0.1944873183965683,-0.09680817276239395,0.6379775404930115,0.13978096842765808,-0.11281723529100418,0.6923579573631287,0.38089755177497864,-0.05701029673218727,0.7032088041305542,0.2830697298049927,-0.08742700517177582,0.7044180035591125,0.21658916771411896,-0.106409952044487,0.7020614147186279,0.1533653289079666,-0.1193624958395958,0.7263661623001099,0.4224928617477417,-0.07002440094947815,0.7534909844398499,0.3534982204437256,-0.09757320582866669,0.7676317691802979,0.3046291470527649,-0.10954737663269043,0.7758236527442932,0.2565775513648987,-0.11754168570041656
no click,0.5807631611824036,0.7081483602523804,3.7842261235709884e-07,0.514654815196991,0.677082896232605,-0.021426934748888016,0.46319514513015747,0.6295980215072632,-0.05045248568058014,0.41490331292152405,0.600831925868988,-0.07840021699666977,0.3651723265647888,0.5726214051246643,-0.10985644906759262,0.4977850019931793,0.550284743309021,-0.07826419174671173,0.47606220841407776,0.4722525477409363,-0.12503282725811005,0.45025306940078735,0.4288198947906494,-0.15693488717079163,0.42108893394470215,0.3960776925086975,-0.18071675300598145,0.5267802476882935,0.5579861998558044,-0.09603051096200943,0.5167714953422546,0.47772738337516785,-0.1474265456199646,0.4901120066642761,0.43451976776123047,-0.17733590304851532,0.4608713686466217,0.3985021114349365,-0.19876639544963837,0.5567243695259094,0.5856418609619141,-0.11444579809904099,0.5586622357368469,0.5051918625831604,-0.16546228528022766,0.5426068305969238,0.4526958465576172,-0.19205020368099213,0.5214859247207642,0.4049919545650482,-0.2100304812192917,0.588289737701416,0.6285802721977234,-0.13229326903820038,0.6068089604377747,0.57561194896698,-0.17832708358764648,0.60508793592453,0.5367066264152527,-0.20001205801963806,0.5973228216171265,0.4992601275444031,-0.2156231701374054
